,Id,Title,Date,DateAcquired
32109,558,Coast Scene,1835,1856
35098,558,"River Scene, Etc.",1835,1856
20016,558,A Church,1821,1856
20015,558,[blank],1821,1856
32108,558,Coast Scene,1835,1856
32106,558,Coast Scene,1835,1856
32117,558,Coast Scene,1835,1856
32105,558,Coast Scene,1835,1856
20114,558,Buildings on Cliff,1821,1856
20112,558,At Dover,1821,1856
20092,558,"Rochester, with Bend of the Medway",1821,1856
20093,558,"Rochester, with Bend of the Medway",1821,1856
20047,558,"Fishing Boats, Houses, Etc., on Coast",1821,1856
20094,558,"Martello Towers on Coast, near Hythe",1821,1856
20095,558,"Coast, near Hythe",1821,1856
20096,558,Buildings on Cliff,1821,1856
20097,558,On Coast,1821,1856
35094,558,Clouds,1835,1856
20098,558,Rocky Coast,1821,1856
35093,558,River Scene,1835,1856
20099,558,[blank],1821,1856
27232,558,Views in and near ‘Dieppe’; Also Various Figures,1821,1856
35092,558,Town beside River,1835,1856
20100,558,"Buildings, with Hill Beyond",1821,1856
20113,558,Lighthouse,1821,1856
20101,558,[blank],1821,1856
20104,558,"St Mary’s Church, Dover",1821,1856
20117,558,At South Foreland [Turner],1821,1856
20105,558,Rocks on Coast,1821,1856
35091,558,[blank],1835,1856
20106,558,Rocks on Coast,1821,1856
20107,558,Rocks on Coast,1821,1856
20108,558,Houses and Rocks on Coast,1821,1856
20109,558,On Coast. ?Boy with Fishing Rod [Turner],1821,1856
35090,558,[blank],1835,1856
20110,558,"Lighthouse, Etc.",1821,1856
20111,558,[blank],1821,1856
35089,558,[blank],1835,1856
35088,558,[blank],1835,1856
32126,558,Coast Scene,1835,1856
20102,558,Lighthouse on Cliff (?at South Foreland),1821,1856
35095,558,River Scene,1835,1856
32104,558,Coast Scene,1835,1856
40050,558,Inscriptions by Turner: Expenditure and List of Royal Academicians,1821,1856
33732,558,"Fortifications near Copenhagen, Sailing Ships and the Swedish Flag",1835,1856
32107,558,Coast Scene,1835,1856
20019,558,Cliffs near Folkestone,1821,1856
20020,558,Lighthouse on Cliff,1821,1856
32118,558,Coast Scene,1835,1856
32119,558,Coast Scene,1835,1856
20021,558,[blank],1821,1856
20022,558,Sandgate Castle,1821,1856
20044,558,On the Coast,1821,1856
32120,558,Coast Scene,1835,1856
20043,558,Church and Other Buildings on Coast,1821,1856
20033,558,"Cliffs on Kent Coast, with Houses and Distant View of ?Deal [Turner]",1821,1856
20023,558,Sketches of ?Sunningwell [Turner],1821,1856
20024,558,Folkestone Church and Harbour,1821,1856
32129,558,Coast Scene,1835,1856
20025,558,[blank],1821,1856
20027,558,A Blasted Oak,1821,1856
20028,558,"Trees, with Castle in Middle Distance",1821,1856
20029,558,The Coast near Folkestone,1821,1856
20030,558,Cliffs near Folkestone,1821,1856
20031,558,Cliffs near Folkestone,1821,1856
20032,558,[blank],1821,1856
20034,558,Cliffs,1821,1856
32130,558,Coast Scene,1835,1856
20035,558,?Rochester or Dover Castle,1821,1856
20036,558,?Rochester or Dover Castle,1821,1856
20037,558,Folkestone Church and Harbour,1821,1856
20038,558,Coast near Folkestone,1821,1856
20039,558,[blank],1821,1856
20040,558,[blank],1821,1856
20026,558,[blank],1821,1856
28034,558,Study for ‘Linlithgow Palace’,1821,1856
32128,558,Coast Scene,1835,1856
33251,558,Buildings; Sketches of Boats,1835,1856
20045,558,?Dover or Rochester Castle,1821,1856
20014,558,Lighthouse on Cliff,1821,1856
20013,558,The Windmills opposite Rochester,1821,1856
20012,558,Bend of Medway at Rochester with Trees in Foreground,1821,1856
20011,558,"View of Rochester, Strood and Chatham, Medway",1821,1856
20010,558,"View of Rochester, Strood and Chatham, Medway",1821,1856
40285,558,"Sketches of Jugs, Figures and Hats;and Route Map to Arcueil",1821,1856
19996,558,A Church. St ?Justs Ch. [Turner] (?Oxford),1821,1856
20008,558,"Road, with Rochester Castle and Bridge in Middle Distance",1821,1856
20007,558,"Bend of Medway, with Rochester Castle",1821,1856
20006,558,"Bend of Medway, with Rochester Castle",1821,1856
19997,558,Distant View of Town,1821,1856
19998,558,Town in Distance. (Distant View of Oxford),1821,1856
19999,558,?Sunningwell [Turner],1821,1856
32099,558,Coast Scene,1835,1856
20000,558,"Cliffs on Coast, ?near Folkstone or Dover",1821,1856
20005,558,[blank],1821,1856
20002,558,"Cliffs, ?Southern Coast of Kent",1821,1856
20004,558,Road over Cliffs; ?between Folkstone and Dover,1821,1856
39404,558,Part of Sky,1821,1856
39762,558,[title not known],1821,1856
39763,558,[title not known],1821,1856
39820,558,Inscription by Turner: Number of Sketchbook,1821,1856
40049,558,Blank,1821,1856
32103,558,Coast Scene,1835,1856
20149,558,Vessels at Sea,1821,1856
32102,558,Coast Scene,1835,1856
32101,558,Coast Scene,1835,1856
32127,558,Coast Scene,1835,1856
32100,558,Coast Scene,1835,1856
20001,558,[blank],1821,1856
32175,558,"Tower on Rock, Etc.",1835,1856
20103,558,"St Margarets [Turner] Bay, near Dover",1821,1856
20119,558,"Coast, near Dover",1821,1856
20533,558,A Classical Harbour,1822,1856
21363,558,Abbeville: St Vulfrans; Buildings on a Hill,1821,1856
27231,558,Paris from Saint-Cloud,1821,1856
35097,558,"River Scene, Etc.",1835,1856
32157,558,Antibes [Turner],1835,1856
20517,558,"Castle on Sea Coast, possibly at Walmer",1822,1856
21367,558,Scenes on River,1821,1856
20534,558,Blank,1822,1856
32156,558,Coast Scene,1835,1856
20057,558,Buildings on Cliff,1821,1856
20049,558,Scene at Folkestone,1821,1856
20050,558,Line of Cliffs,1821,1856
20051,558,Sailing Vessels off Coast,1821,1856
20052,558,Cliffs on Coast,1821,1856
20532,558,Blank,1822,1856
20060,558,?Sandgate; and Folkstone,1821,1856
20059,558,"Sandgate Castle, from Folkstone",1821,1856
32122,558,Coast Scene,1835,1856
20053,558,Cliffs on Coast,1821,1856
20054,558,"Cliffs on Coast, at the South Foreland [Turner]; Also View Inland",1821,1856
27243,558,Rouen: Place de la Haute-Vieille-Tour and the Cathedral,1821,1856
27242,558,"Screen to the Portail des Libraires, Rouen Cathedral, and Rue de la Grosse-Horloge",1821,1856
27241,558,"Views on the Seine, Including One of Château Meilleraie",1821,1856
20056,558,Houses on Cliff,1821,1856
20058,558,[blank],1821,1856
27240,558,Rouen Cathedral with the Portail de la Calende,1821,1856
20055,558,Rocks,1821,1856
20061,558,Cliff on Coast,1821,1856
20076,558,Clouds Obscuring the Sun,1821,1856
27239,558,Dieppe: The Quai Henri IV,1821,1856
21368,558,Sky Study; Oak Chest or Panelling at Farnley; Continuation of Sketch of River Scene,1821,1856
20067,558,[blank],1821,1856
32121,558,Coast Scene,1835,1856
20464,558,Blank,1822,1856
20497,558,Blank,1822,1856
20498,558,Blank,1822,1856
20478,558,Blank,1822,1856
20499,558,Scene on the Thames with Boats,1822,1856
21359,558,Paris from Montmartre,1821,1856
20500,558,Blank,1822,1856
20501,558,Sion Ferry House and the Pavilion at Isleworth,1822,1856
20042,558,"Folkestone Harbour and Church, from the East",1821,1856
20516,558,Sea-Piece and Stormy Sky,1822,1856
20479,558,Blank,1822,1856
21358,558,Paris from Montmartre,1821,1856
20518,558,"Coastal Scene, possibly Folkestone",1822,1856
20531,558,Blank,1822,1856
21357,558,Landscape with River in Mid-Distance; Also Distant Hills Perhaps at Saint-Cloud or Arcueil,1821,1856
21355,558,Groups of Fishermen and Fishwives at Dieppe,1821,1856
20526,558,?Detail of Shipping,1822,1856
20528,558,?Shipping,1822,1856
20529,558,"?Shipping or Avenue of Trees, with Fortification in the Distance",1822,1856
20524,558,Storm at Sea,1822,1856
32159,558,Cannes [Turner],1835,1856
20523,558,Dover from the Castle with Sea-View beyond,1822,1856
20522,558,Beach with Buildings,1822,1856
20530,558,Study of Clouds,1822,1856
20463,558,Blank,1822,1856
20521,558,"Dover, from the Sea",1822,1856
20520,558,"Castle on Cliff, probably Dover",1822,1856
20519,558,"Coastal Scene, possibly Folkestone",1822,1856
32158,558,Coast Scene,1835,1856
21356,558,"St-Sulpice, Paris",1821,1856
20525,558,Dover Castle from Shakespeare Cliff,1822,1856
20527,558,Boat Taking in Sail,1822,1856
20118,558,"Coast, near Dover",1821,1856
20062,558,[blank],1821,1856
20077,558,Dover Castle,1821,1856
20125,558,[blank],1821,1856
20126,558,[blank],1821,1856
20127,558,"Views of Coast, from the Channel",1821,1856
20128,558,[blank],1821,1856
20129,558,"Views of French Coast, from the Channel",1821,1856
20130,558,"South Foreland, Etc., from the Channel",1821,1856
32124,558,Coast Scene,1835,1856
20131,558,"The Medway, at Rochester",1821,1856
20132,558,"The Medway, at Rochester",1821,1856
20133,558,"Views of the Coast, from the Channel",1821,1856
20134,558,"The Medway, at Rochester",1821,1856
27235,558,"Rouen, from the South Bank of the River Seine",1821,1856
32125,558,Coast Scene,1835,1856
35096,558,[blank],1835,1856
20124,558,Near Dover,1821,1856
20135,558,"The Medway, at Rochester",1821,1856
20137,558,A Nobleman’s Seat,1821,1856
27234,558,Scenes in Dieppe Harbour,1821,1856
20138,558,A Nobleman’s Seat,1821,1856
20139,558,"The Medway, at Rochester",1821,1856
20140,558,A Seat,1821,1856
20141,558,[blank],1821,1856
20142,558,[blank],1821,1856
27233,558,View of Rouen from the Side of St Catherine’s Hill,1821,1856
20143,558,"A Bay, with Headland",1821,1856
20144,558,Cliffs,1821,1856
20145,558,Town in Mid-Distance (?Oxford),1821,1856
20146,558,Town in Mid-Distance. (?Oxford) Ox. [Turner],1821,1856
20147,558,Vessels at Sea,1821,1856
20120,558,[blank],1821,1856
20136,558,Folkestone,1821,1856
20063,558,Sailing Vessels,1821,1856
20123,558,[blank],1821,1856
20389,558,The Procession to Edinburgh Castle with the Regalia Seen from the Half Moon Battery,1822,1856
32123,558,Coast Scene,1835,1856
20078,558,Dover Castle,1821,1856
27238,558,Views on the River Seine,1821,1856
20079,558,[blank],1821,1856
20074,558,"Sandgate, Looking towards Folkestone",1821,1856
20081,558,[blank],1821,1856
20082,558,"Cliffs, near Folkestone",1821,1856
27237,558,Continuation of a View of Caudebec; Views over the Seine,1821,1856
20083,558,Houses and Cliffs,1821,1856
20084,558,"Houses, Etc., on Cliffs",1821,1856
20085,558,Calshot Castle and Hurst [Turner] Castle,1821,1856
20086,558,"Views of English and French Coast, from the Channel",1821,1856
20087,558,"Views of English and French Coast, from the Channel",1821,1856
20088,558,"Views of English Coast, from the Channel",1821,1856
20122,558,On Coast,1821,1856
20089,558,"Views of English Coast, from the Channel",1821,1856
20072,558,Sketches at Dover,1821,1856
20071,558,Sketches at Dover,1821,1856
20070,558,[blank],1821,1856
20069,558,Looking along Coast from Folkestone towards Dungeness; Sandgate Castle near Foreground,1821,1856
20068,558,[blank],1821,1856
20075,558,Dover Castle,1821,1856
20066,558,Sandgate,1821,1856
20065,558,Sandgate,1821,1856
20064,558,Sailing Vessels,1821,1856
20080,558,[blank],1821,1856
21371,558,"The Farnley Chest; A Boat, with Figures; Cows; and Inscriptions",1821,1856
20090,558,"Sandgate, with Castle",1821,1856
27236,558,"Rouen, from the South Bank of the River Seine",1821,1856
20091,558,Between Sandgate and Hythe,1821,1856
20073,558,Rocky Headland,1821,1856
20121,558,On Coast,1821,1856
20339,558,"Costumes: Laying of the Foundation Stone of the National Monument, Calton Hill",1822,1856
20387,558,Leith and Granton Harbours,1822,1856
33340,558,"Nuremberg: View from the Pegnitz West of the Kettensteg, Looking East to the Neutor, Burg and St Sebaldus",1835,1856
33339,558,"Nuremberg: View Southwards from the Königstrasse to the Tugendbrunnen, St Lorenz and Nassauer Haus",1835,1856
35039,558,Boats Sailing,1835,1856
35037,558,View in Town,1835,1856
33334,558,"Nuremberg: The Apse of St Sebaldus and the Town Hall from the North-West Corner of the Hauptmarkt, with the Burg in the Distance",1835,1856
33335,558,[blank],1835,1856
33338,558,Nuremberg: Houses on the North Side of Karolinenstrasse Including the Herdegenhaus,1835,1856
35044,558,A Lock,1835,1856
33319,558,Aschaffenburg: Schloss Johannisburg; Landscape,1835,1856
35041,558,Boats Sailing,1835,1856
33321,558,Nuremberg: The Königstor from Königstrasse,1835,1856
33322,558,Nuremberg: The Burg and Neutor from the Neutorgraben,1835,1856
30660,558,"A Town, from the Sea",1834,1856
20579,558,[blank],1823,1856
19769,558,Lecture Diagram: A Cube with One Side Parallel to the Picture,1823,1856
19772,558,Lecture Diagram: Perspective Method for a Cube by Jean Dubreuil (‘The Jesuit’),1823,1856
35036,558,Boats Sailing,1835,1856
20577,558,[blank],1823,1856
33316,558,Nuremberg: St Lorenz from Karolinenstrasse,1835,1856
33309,558,"Frankfurt: View along the Main Quay Showing the Saalhof, Cathedral and Rententurm",1835,1856
20578,558,[blank],1823,1856
19768,558,Lecture Diagram: Method for Finding Vanishing Points,1823,1856
19767,558,Lecture Diagram: Perspective Method for a Cube by Jan/Hans Vredeman de Vries,1823,1856
19761,558,Lecture Diagram: Perspective Method for a Cube by Jacques Androuet du Cerceau,1823,1856
33327,558,Nuremberg: The Burg and Tiergärtnertor from the North-West (the Northern End of the Neutorgraben),1835,1856
33326,558,"(1) Nuremberg: St Elizabeth, the Weisserturm and St Jakob from Ludwigstrasse; (2) Nuremberg; St Lorenz from Karolinenstrasse",1835,1856
33325,558,Nuremberg: The Burg and Tiergärtnertor from the West (the Northern End of the Neutorgraben),1835,1856
33315,558,?Part of the Fortifications and Graben at Nuremberg,1835,1856
33324,558,"Carriage Sketch of a Rainy Landscape, Possibly Würzburg",1835,1856
33317,558,[blank],1835,1856
35042,558,"Buildings beside canal. Delf, G... [Turner]",1835,1856
33310,558,Frankfurt: View up the Main to the Rententurm and Bridge,1835,1856
33337,558,"(1) Schloss Johannisburg at Aschaffenburg; (2) Nuremberg: The North Side of St Lorenz, the Nassauer Haus and the Tugendbrunnen from the Lorenzer Platz",1835,1856
23062,558,Margate Harbour,1835,1856
35038,558,Clouds,1835,1856
27364,558,"Harbour Scene at Sunrise, possibly Margate",1835,1856
33311,558,Three Carriage Sketches of Buildings,1835,1856
20580,558,[blank],1823,1856
20576,558,A Bridge (?Kew Bridge),1823,1856
20574,558,Buildings on Bank of River,1823,1856
19899,558,Lecture Diagram: Reflections on Water,1823,1856
30650,558,[inscriptions by Turner],1834,1856
19959,558,The Mewstone,1823,1856
19982,558,Bridge and Monument,1823,1856
31477,558,Inscription by Turner: ?Appointments,1834,1856
20546,558,Portsmouth; Preparatory Study,1823,1856
30659,558,"A Town, from the Sea",1834,1856
30662,558,?Clouds,1834,1856
19900,558,Lecture Diagram: Reflections on Water,1823,1856
20586,558,[blank],1823,1856
20651,558,"Road, with Trees at Side, Leading to River",1823,1856
20744,558,"Old London Bridge, with St Magnus, Monument, Etc.",1823,1856
20743,558,Scene on River,1823,1856
20742,558,A Barge; Also Numerous Figures,1823,1856
20741,558,"Shipping at London Bridge, with the Shot Tower on the Right",1823,1856
20740,558,"Shipping at London Bridge, with the Shot Tower on the Right",1823,1856
20649,558,Shipping in the Pool,1823,1856
20575,558,[blank],1823,1856
19897,558,Lecture Diagram: Building in Perspective with Vanishing Lines,1823,1856
19812,558,Lecture Diagram: Ground Plan of a Building,1823,1856
20573,558,River Scene,1823,1856
20572,558,Trees by the Water-Side,1823,1856
20571,558,[blank],1823,1856
20570,558,Design for Classical Composition (?Dido Directing Equipment of Fleet),1823,1856
20569,558,[blank],1823,1856
20568,558,[blank],1823,1856
20567,558,Barges or House Boats,1823,1856
19813,558,Lecture Diagram: Ground Plan of a Building,1823,1856
20566,558,Study for Classical Composition,1823,1856
20564,558,"Landscape, with Trees and Building with Classical Portico in Middle Distance",1823,1856
20563,558,"Landscape with Trees, Studies of Clouds, Etc.",1823,1856
20562,558,Three Designs for Classical Subjects,1823,1856
20561,558,Five Studies of Skies,1823,1856
19773,558,Lecture Diagram: Perspective Method for a Cube by Andrea Pozzo,1823,1856
19776,558,Lecture Diagram: Perspective Method for a Cube by Joseph Highmore,1823,1856
30661,558,"A Town, from the Sea",1834,1856
20565,558,"Landscape, with Trees and Building with Classical Portico in Middle Distance",1823,1856
20780,558,Castle in Mid-Distance; Also Boats,1823,1856
20648,558,Shipping in the Pool,1823,1856
20630,558,[inscriptions by Turner],1823,1856
20603,558,"Windsor Castle, from River",1823,1856
20602,558,Group of Trees,1823,1856
20601,558,A Backwater of the Thames,1823,1856
20600,558,[blank],1823,1856
20599,558,The Tower of London,1823,1856
20598,558,Vessels off the Tower,1823,1856
20597,558,[blank],1823,1856
20604,558,Meadows - Storm Coming On [Turner],1823,1856
20596,558,[blank],1823,1856
20583,558,[blank],1823,1856
20584,558,Moonrise. Winsor Moon [Turner],1823,1856
20585,558,[blank],1823,1856
20783,558,Boat Sailing,1823,1856
20587,558,[blank],1823,1856
20613,558,"Figures in a Punt, or Ferry",1823,1856
20588,558,"Group of Figures, Etc.",1823,1856
20582,558,[blank],1823,1856
20590,558,[blank],1823,1856
20605,558,"River Scene, with Stormy Sky; Also Tower of London, from the River",1823,1856
20607,558,"The Tower, from the River; Also Sketches of Shipping",1823,1856
